id,name,aliases,country,birthDate,program,list,sanction_type,sanction_reason,remarks
96e326aa-7e41-4790-a88d-b83c384bf09d,Hassan Abdulrahman,Abdulrahman Hassan; Hassan Abdulrahman,Qatar,1976-08-16,Canada SEMA,Canada SEMA,Travel Ban,Involved in proliferation activities,Multiple transliterations reported.
2f3051f9-81b4-4844-9bb3-b3b44d84e801,Oğuzhan Koval,Oguzhan Koval; Oguzhanhan Koval; Oğuzhan Koval,Syria,1989,UN Consolidated,EU CFSP,Sectoral Sanctions,Suspected terrorism financing,Associated with front companies in multiple jurisdictions.
1a8dcc97-e51d-4a00-b32b-e1a1873882af,Tariq Zhou,Tariq Zhou,Türkiye,1953,Canada SEMA,Canada SEMA,Export Restrictions,Cyber operations against critical infrastructure,Multiple transliterations reported.
db0d7da8-2d41-47d5-bdd9-68546e37a4d6,Cagla Bekirov,Cagla Bekirov,Azerbaijan,1966-04-14,Canada SEMA,Canada SEMA,Export Restrictions,Cyber operations against critical infrastructure,Also known to use forged travel documents.
c159ca09-d740-4d8c-9ca4-7469ea898814,Сергей Petrov,Petrov Сергей; Сергей Petrov,Iran,1974-12-03,Canada SEMA,UN Consolidated,Arms Embargo,Involved in proliferation activities,Also known to use forged travel documents.
fe80cba1-d9f9-4f53-a3a4-ef895ec1543b,Viktoria Tkachenko,Viktoria Tkachenko,Türkiye,2000-06-23,OFAC SDN,UK OFSI,Export Restrictions,Cyber operations against critical infrastructure,Subject owns assets in third countries.
f4441ee0-59d1-4e3d-858d-f0d425064ba8,Northern Star Sarl,Northern StarSarl; Northern Star Sarl; Northern Star-Sarl,Iran,,UN Consolidated,EU CFSP,Export Restrictions,Involved in proliferation activities,Operates in restricted sector per program rules.
666aede8-e93d-4c65-973f-2934eef3b80c,Samir Aksoy,Samir Aksoy,Türkiye,1962-12,Canada SEMA,EU CFSP,Asset Freeze,Cyber operations against critical infrastructure,Potential match requires enhanced due diligence.
a383f3a1-672a-401f-a756-09f3ad8c8ef7,Seda Smirnov,Seda Smirnov,Saudi Arabia,1980-04-15 | 1994-07-10,Canada SEMA,UN Consolidated,Sectoral Sanctions,Corruption and misappropriation of state assets,Potential match requires enhanced due diligence.
f28433dc-8a27-4eb0-81f0-cfd55845b689,Northern Star Inc.,Northern StarInc.; Northern Star Inc.; Northern Star-Inc.,Türkiye,,UK OFSI,UN Consolidated,Export Restrictions,Human rights violations,Ships and assets linked via maritime AIS data.
027b67eb-44e5-4b1e-95a1-7baeea4a6407,Farid Kuznetsov,Farid Kuznetsov; Kuznetsov Farid,Iran,2000-06-28 | 2004-10-27,EU CFSP,EU CFSP,Asset Freeze,Suspected terrorism financing,Multiple transliterations reported.
07733a17-31d7-4d17-a7df-ba8b0014927f,Cagla Gudekli,Cagla Gudekli; Gudekli Cagla,Iran,1952-08-23,UN Consolidated,UN Consolidated,Sectoral Sanctions,Involved in proliferation activities,Subject owns assets in third countries.
82d3be7f-91da-41d3-a79f-e1acfda60f2b,Çağla Kowalski,Cagla Kowalski; Çağla Kowalski,Georgia,1973-07-22,Canada SEMA,OFAC SDN,Arms Embargo,Human rights violations,Potential match requires enhanced due diligence.
732c46cd-6a44-496f-bc81-b09934f56bca,Arman Novak,Arman Novak,Kazakhstan,1960-09-25,UN Consolidated,OFAC SDN,Export Restrictions,Cyber operations against critical infrastructure,Associated with front companies in multiple jurisdictions.
9c2b7326-94d1-442c-a8db-8aaffbe5a086,Azadi Group,AzadiGroup; Azadi Group; Azadi-Group,Ukraine,,UN Consolidated,Canada SEMA,Travel Ban,Involved in proliferation activities,Ownership structure includes sanctioned shareholders.
98cfee92-ee9e-4de7-a124-67bbdc0b22b2,Black Sea Sarl,Black SeaSarl; Black Sea Sarl; Black Sea-Sarl,Iran,,UN Consolidated,OFAC SDN,Export Restrictions,Suspected terrorism financing,Ships and assets linked via maritime AIS data.
14c237aa-9d00-4d37-97bd-6fea56baaced,Hussein Kaya,Hussein Kaya,Egypt,1981-10,UK OFSI,EU CFSP,Export Restrictions,Human rights violations,Subject owns assets in third countries.
ac239bfc-6946-48c0-a6a6-60604c529ca6,Desert Falcon GmbH,Desert FalconGmbH; Desert Falcon GmbH; Desert Falcon-GmbH,United Arab Emirates,,OFAC SDN,EU CFSP,Sectoral Sanctions,Suspected terrorism financing,Ownership structure includes sanctioned shareholders.
07b32526-648e-402f-abf5-5044ca712a08,Reza Al-Fulan,Al-Fulan Reza; Reza Al-Fulan,Russia,1967-04-05 | 2000,UN Consolidated,EU CFSP,Export Restrictions,Suspected terrorism financing,Potential match requires enhanced due diligence.
ed9727e6-215d-426e-886d-483f4d250ead,Blue Dhow Holdings,Blue DhowHoldings; Blue Dhow Holdings; Blue Dhow-Holdings,Georgia,,UN Consolidated,Canada SEMA,Sectoral Sanctions,Involved in proliferation activities,Ships and assets linked via maritime AIS data.
e56979dc-3edd-476f-869c-daf59ae54a4d,Sergii Петров,Sergii Петров,Russia,1954-09-01,UK OFSI,UN Consolidated,Asset Freeze,Involved in proliferation activities,Potential match requires enhanced due diligence.
859d2fe8-c444-467e-ae91-ec3eec57ea92,Xiaoming Al-Sayed,Al-Sayed Xiaoming; Xiaoming Al-Sayed,Ukraine,1972-04-12,OFAC SDN,UK OFSI,Sectoral Sanctions,Human rights violations,Multiple transliterations reported.
e0d8d314-fd1e-443e-a6a7-9629c2a3407e,Ivan Hassan,Ivan Hassan,Egypt,1974-05-25,UN Consolidated,Canada SEMA,Export Restrictions,Involved in proliferation activities,Also known to use forged travel documents.
054d2435-4aa5-4461-a886-207ea06a9684,Mariner BV,MarinerBV; Mariner BV; Mariner-BV,Georgia,,Canada SEMA,EU CFSP,Travel Ban,Human rights violations,Front company for designated individual.
c15f1825-a6cc-404c-a6e6-d1859e769aa9,Fatma Gudekli,Fatma Gudekli,Egypt,1998-11-28,OFAC SDN,Canada SEMA,Travel Ban,Involved in proliferation activities,Potential match requires enhanced due diligence.
d17b068a-140b-49ea-863d-7dfbd8de3c5a,Farid Abu Karim,Farid Abu Karim,Ukraine,1999-01-04,OFAC SDN,OFAC SDN,Export Restrictions,Human rights violations,Also known to use forged travel documents.
e7e7b6b6-747e-4f06-b06c-6229d6b9f42e,Hossein Nowak,Hossein Nowak,Syria,1994-07,OFAC SDN,Canada SEMA,Export Restrictions,Corruption and misappropriation of state assets,Multiple transliterations reported.
07ef8249-1a34-46cf-991f-079295cf399d,Ahmet Kaya,Ahmed Kaya; Ahmet Kaya,United Arab Emirates,1995,EU CFSP,EU CFSP,Asset Freeze,Cyber operations against critical infrastructure,Associated with front companies in multiple jurisdictions.
95b98d9e-c8c0-44c0-8970-55842f93d355,Hossein Aksoy,Hossein Aksoy,Türkiye,1988-04-22,UN Consolidated,OFAC SDN,Sectoral Sanctions,Suspected terrorism financing,Associated with front companies in multiple jurisdictions.
0ae45efa-0988-4df0-9149-9e9013a465d0,Seda Demir,Seda Demir,Iran,2000-12-20,Canada SEMA,OFAC SDN,Arms Embargo,Corruption and misappropriation of state assets,Also known to use forged travel documents.
ec6d20c7-2994-4835-841f-9b37f7eed25d,Morteza Yıldırım,Morteza Yildirim; Morteza Yıldırım; Yıldırım Morteza,Syria,2003-01,UN Consolidated,OFAC SDN,Sectoral Sanctions,Human rights violations,Multiple transliterations reported.
e17aa3cf-5d13-4a43-97c1-7144039b5061,Eastern Gate Inc.,Eastern GateInc.; Eastern Gate Inc.; Eastern Gate-Inc.,China,,EU CFSP,UN Consolidated,Export Restrictions,Suspected terrorism financing,Ships and assets linked via maritime AIS data.
8a3c0e83-8916-4dfc-9dde-7bd94f82e5b3,Huda Ivanov,Huda Ivanov,Iran,1962-12-02,UN Consolidated,UK OFSI,Arms Embargo,Cyber operations against critical infrastructure,Subject owns assets in third countries.
d7e243ff-e92c-4f5b-bf1f-3adf150a6831,Viktoria Al-Fulan,Viktoria Al-Fulan,Türkiye,1954-09-02 | 1968-05-13,OFAC SDN,UN Consolidated,Asset Freeze,Corruption and misappropriation of state assets,Also known to use forged travel documents.
38e4f5c5-556d-4933-a270-eeb4b21f5194,Mina Saleh,Mina Saleh,Azerbaijan,1969-04-23,Canada SEMA,OFAC SDN,Asset Freeze,Human rights violations,Potential match requires enhanced due diligence.
bfe8f753-e244-4eb9-9963-54e3215e5d14,Ivan Demir,Ivan Demir,Ukraine,1977-04-19 | 1978-01,OFAC SDN,UK OFSI,Travel Ban,Corruption and misappropriation of state assets,Potential match requires enhanced due diligence.
21206d35-25ab-4e2b-821d-71c9ab27ec81,Сергей Rahimi,Rahimi Сергей; Сергей Rahimi,Egypt,1996-01-16,EU CFSP,OFAC SDN,Arms Embargo,Human rights violations,Subject owns assets in third countries.
fda5add3-179f-4272-b1e0-64b2a1bc259c,Farid Volkov,Farid Volkov,Iran,1973-07-20,EU CFSP,UK OFSI,Travel Ban,Cyber operations against critical infrastructure,Associated with front companies in multiple jurisdictions.
e4792704-8371-402d-b9ed-7c546ac2e3a4,Hossein Yıldırım,Hossein Yildirim; Hossein Yıldırım,Georgia,1957-12,UK OFSI,OFAC SDN,Arms Embargo,Corruption and misappropriation of state assets,Subject owns assets in third countries.
1c922e33-f98f-4d8f-ac0a-75f383d611d7,Salim Petrova,Salim Petrova,China,1951-11-18,OFAC SDN,UK OFSI,Asset Freeze,Cyber operations against critical infrastructure,Also known to use forged travel documents.
7f92dc33-add9-41e8-97dc-6370359d4f2b,Oğuz Hassan,Oguz Hassan; Oguzhan Hassan; Oğuz Hassan,Georgia,1991-09-05,UK OFSI,Canada SEMA,Arms Embargo,Involved in proliferation activities,Subject owns assets in third countries.
00227c36-2afb-4312-9e66-fc0ac0a2413b,Abdullah Volkov,Abdullah Volkov; Volkov Abdullah,Saudi Arabia,1970-09-10,EU CFSP,UK OFSI,Arms Embargo,Cyber operations against critical infrastructure,Also known to use forged travel documents.
66bc748c-9ad0-4bed-86e7-594bad469068,Viktoria Hosseini,Viktoria Hosseini,Egypt,1958,UK OFSI,UK OFSI,Arms Embargo,Corruption and misappropriation of state assets,Potential match requires enhanced due diligence.
49c31ab9-0bf8-431d-a4b1-1e2c02b54407,Andrei Novak,Andrei Novak,Iran,1963,UK OFSI,EU CFSP,Export Restrictions,Corruption and misappropriation of state assets,Also known to use forged travel documents.
2c6e606d-58c0-474b-9e4b-a664c7bc8b3a,Yasmin Şahin,Yasmin Sahin; Yasmin Şahin,China,1983,UK OFSI,UK OFSI,Asset Freeze,Suspected terrorism financing,Potential match requires enhanced due diligence.
bc4d7430-8371-4f77-a4b9-f65ed19b082d,Salim Aydın,Salim Aydin; Salim Aydın,Azerbaijan,1984-05-27,UK OFSI,UN Consolidated,Asset Freeze,Corruption and misappropriation of state assets,Associated with front companies in multiple jurisdictions.
33415f80-fbed-462b-91e0-9402e89f10d1,Northern Star Partners,Northern StarPartners; Northern Star Partners; Northern Star-Partners,Iran,,Canada SEMA,EU CFSP,Travel Ban,Corruption and misappropriation of state assets,Ships and assets linked via maritime AIS data.
3eae06cb-ecf2-4975-a3fe-7d27d75f1837,Mina Kowalski,Mina Kowalski,Türkiye,1954-11-08,OFAC SDN,EU CFSP,Export Restrictions,Suspected terrorism financing,Multiple transliterations reported.
f8da52a9-d975-4949-988a-399b8f70ae8b,Mariner Co.,MarinerCo.; Mariner Co.; Mariner-Co.,Syria,,EU CFSP,EU CFSP,Export Restrictions,Cyber operations against critical infrastructure,Operates in restricted sector per program rules.
538aba77-e6fa-4ca4-a83b-85de3aa81de1,Min Петров,Min Петров,Ukraine,1952-09-10,UN Consolidated,UN Consolidated,Travel Ban,Suspected terrorism financing,Potential match requires enhanced due diligence.
0f180893-a924-4e99-b872-0afd5b12bff3,Salim Koval,Koval Salim; Salim Koval,Saudi Arabia,1996-10-07,OFAC SDN,EU CFSP,Export Restrictions,Corruption and misappropriation of state assets,Potential match requires enhanced due diligence.
40ccccf0-a643-4020-a412-d899d14ca07a,Golden Crescent Co.,Golden CrescentCo.; Golden Crescent Co.; Golden Crescent-Co.,Azerbaijan,,UK OFSI,OFAC SDN,Arms Embargo,Cyber operations against critical infrastructure,Ships and assets linked via maritime AIS data.
1a4a1ed5-5312-45c3-aa55-950072377e92,Arman Bondarenko,Arman Bondarenko,Egypt,1970-08,EU CFSP,Canada SEMA,Travel Ban,Involved in proliferation activities,Multiple transliterations reported.
a11546b8-74ad-4ccd-bf78-50960abed748,Blue Dhow LLC,Blue DhowLLC; Blue Dhow LLC; Blue Dhow-LLC,Syria,,UN Consolidated,UN Consolidated,Travel Ban,Human rights violations,Potential evasion via third-country intermediaries.
8717f700-8a3e-4464-ba7d-d889a8414be9,Fatma Aydin,Fatma Aydin,Syria,1979-02-22,UK OFSI,OFAC SDN,Arms Embargo,Suspected terrorism financing,Potential match requires enhanced due diligence.
76492f6e-4013-4852-90b2-cdb65f0df55f,Наталия Koval,Koval Наталия; Наталия Koval,Iran,1973,Canada SEMA,Canada SEMA,Export Restrictions,Human rights violations,Multiple transliterations reported.
7c43f400-9417-49d8-9823-e76aa924aad4,Nilay Ozturk,Nilay Ozturk,Ukraine,1990-05 | 1991-10-04,EU CFSP,EU CFSP,Arms Embargo,Cyber operations against critical infrastructure,Potential match requires enhanced due diligence.
e9c30223-985f-473d-8053-468bd69fda39,Viktor Abu Karim,Viktor Abu Karim,Iran,1979-08-19 | 1981,UK OFSI,EU CFSP,Sectoral Sanctions,Corruption and misappropriation of state assets,Associated with front companies in multiple jurisdictions.
9cd873a5-ebe9-41e0-8c4a-7f61461e55b1,Oğuz Karimi,Oguz Karimi; Oguzhan Karimi; Oğuz Karimi,Egypt,1972-06 | 1980-03-21,UN Consolidated,Canada SEMA,Asset Freeze,Suspected terrorism financing,Potential match requires enhanced due diligence.
7e66258c-fa4e-406d-80cb-83ebf6cc5be6,Aleksandr Smirnov,Aleksandr Smirnov,Iran,1986 | 1994-11,OFAC SDN,EU CFSP,Export Restrictions,Human rights violations,Multiple transliterations reported.
799d454b-1d0a-4618-800a-86c50f6ed1db,Suleyman Rahimi,Suleyman Rahimi,Ukraine,1963-07 | 1978-01-24,OFAC SDN,UK OFSI,Arms Embargo,Corruption and misappropriation of state assets,Multiple transliterations reported.
4f1a7bc7-0fd9-4b5c-9ce2-7634f4ee6d19,عبدالله Ismayilov,عبدالله Ismayilov,Iraq,1955-11-12,Canada SEMA,UK OFSI,Asset Freeze,Cyber operations against critical infrastructure,Potential match requires enhanced due diligence.
34bdc151-c674-452a-9b99-8c6160d88c51,Ayşe Yilmaz,Ayse Yilmaz; Ayşe Yilmaz,Egypt,1951-07-03 | 1987,OFAC SDN,EU CFSP,Asset Freeze,Corruption and misappropriation of state assets,Potential match requires enhanced due diligence.
31d236b5-c176-4922-bdff-de67d2bec123,Golden Crescent Sarl,Golden CrescentSarl; Golden Crescent Sarl; Golden Crescent-Sarl,Egypt,,OFAC SDN,EU CFSP,Sectoral Sanctions,Suspected terrorism financing,Ships and assets linked via maritime AIS data.
fcf914d6-56cf-4ccf-91f9-db89daed5e9c,Zhao Петров,Zhao Петров,Iraq,1978-02-27 | 1986,UN Consolidated,OFAC SDN,Asset Freeze,Human rights violations,Multiple transliterations reported.
87084656-0aa9-4a26-980b-7d0b41c402ec,Сергей Al-Sayed,Сергей Al-Sayed,Georgia,1984-01-21,OFAC SDN,UK OFSI,Sectoral Sanctions,Cyber operations against critical infrastructure,Subject owns assets in third countries.
73e529de-c696-4e91-9c31-c439c7960150,Iryna Al-Fulan,Iryna Al-Fulan,Türkiye,1987-03 | 2004-07,UK OFSI,OFAC SDN,Export Restrictions,Human rights violations,Associated with front companies in multiple jurisdictions.
6ac62a73-76d2-4741-93aa-fff0d50a9db5,Desert Falcon Inc.,Desert FalconInc.; Desert Falcon Inc.; Desert Falcon-Inc.,Qatar,,UN Consolidated,EU CFSP,Arms Embargo,Involved in proliferation activities,Ownership structure includes sanctioned shareholders.
fb889d43-eda0-411c-aa84-3d6966c935b6,Oguz Aksoy,Oguz Aksoy; Oguzhan Aksoy,Türkiye,1979-09-02,UN Consolidated,UN Consolidated,Sectoral Sanctions,Cyber operations against critical infrastructure,Associated with front companies in multiple jurisdictions.
f7683782-0854-41a3-a624-9c69f1cdc62f,Northern Star Holdings,Northern StarHoldings; Northern Star Holdings; Northern Star-Holdings,Kazakhstan,,OFAC SDN,OFAC SDN,Export Restrictions,Cyber operations against critical infrastructure,Operates in restricted sector per program rules.
0f43144a-ac69-40fd-8e3b-ecdeb64aa4cf,Sergey Zhang,Sergey Zhang,Türkiye,1993-12-19,Canada SEMA,UK OFSI,Arms Embargo,Involved in proliferation activities,Subject owns assets in third countries.
d842bdc2-790c-4a89-b807-aaf9814bfd10,Natalia Bondarenko,Natalia Bondarenko,Türkiye,1952-02,OFAC SDN,OFAC SDN,Export Restrictions,Cyber operations against critical infrastructure,Also known to use forged travel documents.
7ff8f9fc-a427-4998-822c-66c92fa90456,Дмитрий Orlov,Дмитрий Orlov,Syria,1986-02-11,Canada SEMA,UN Consolidated,Asset Freeze,Suspected terrorism financing,Multiple transliterations reported.
78b62906-71fb-45fc-8f34-3761fe11d010,Mahmoud Deniz,Deniz Mahmoud; Mahmoud Deniz,Qatar,1951-08-25,EU CFSP,Canada SEMA,Asset Freeze,Suspected terrorism financing,Also known to use forged travel documents.
60d96303-8eb7-4448-82dd-0a6ccc264555,Samir Chen,Samir Chen,China,1978-10-20,EU CFSP,Canada SEMA,Export Restrictions,Corruption and misappropriation of state assets,Multiple transliterations reported.
a1120461-552d-477f-a97a-fa70df0ab33b,Azadi Ltd.,Azadi Ltd.; Azadi-Ltd.; AzadiLtd.,Iran,,Canada SEMA,UK OFSI,Asset Freeze,Involved in proliferation activities,Ships and assets linked via maritime AIS data.
321e0f61-349d-4587-b6f9-fc48aff52b83,Golden Crescent Capital,Golden CrescentCapital; Golden Crescent Capital; Golden Crescent-Capital,China,,UN Consolidated,OFAC SDN,Travel Ban,Cyber operations against critical infrastructure,Potential evasion via third-country intermediaries.
1199527c-4804-4d16-b5a4-00182c68d6c9,Nilay Bekirov,Bekirov Nilay; Nilay Bekirov,Iran,1988-02-23,UK OFSI,UK OFSI,Arms Embargo,Suspected terrorism financing,Associated with front companies in multiple jurisdictions.
ef466652-d469-498d-ad28-e6ea89426912,Zeynep Yilmaz,Zeynep Yilmaz,Iran,1970-11,EU CFSP,Canada SEMA,Asset Freeze,Involved in proliferation activities,Associated with front companies in multiple jurisdictions.
efbc0102-83f3-4218-9802-e602187232b6,Dmitry Bondarenko,Bondarenko Dmitry; Dmitry Bondarenko,Iran,2002-03-09,UK OFSI,UK OFSI,Asset Freeze,Human rights violations,Also known to use forged travel documents.
9ca55e7a-cae2-4790-b18d-685daa86f701,Hossein Abdulrahman,Hossein Abdulrahman,Saudi Arabia,1983-12-26,Canada SEMA,EU CFSP,Travel Ban,Suspected terrorism financing,Multiple transliterations reported.
b9372b89-3dbc-430b-a783-e714d6d0fe54,Tariq Bondarenko,Bondarenko Tariq; Tariq Bondarenko,Türkiye,1994-06-01,EU CFSP,UK OFSI,Asset Freeze,Human rights violations,Associated with front companies in multiple jurisdictions.
a5a4c19d-f915-41b7-bd70-c1963047cc19,Xiao Hassan,Xiao Hassan,Türkiye,1972-09-14,UN Consolidated,Canada SEMA,Travel Ban,Suspected terrorism financing,Subject owns assets in third countries.
73b96de2-964f-4e98-bf05-c65b0bde5655,Samir Chen,Samir Chen,Ukraine,1963-10-10 | 1991-10,UK OFSI,OFAC SDN,Arms Embargo,Cyber operations against critical infrastructure,Associated with front companies in multiple jurisdictions.
c4716b15-3f57-4ae7-a1ec-8dd051ec2e3e,Oguzhan Иванов,Oguzhan Иванов; Oguzhanhan Иванов,Ukraine,1954-07-10,EU CFSP,Canada SEMA,Arms Embargo,Involved in proliferation activities,Multiple transliterations reported.
50879e95-15a6-48b9-abc3-e1b667d75a4e,Oğuzhan Karimi,Oguzhan Karimi; Oguzhanhan Karimi; Oğuzhan Karimi,Türkiye,1990-09-09,UK OFSI,UN Consolidated,Asset Freeze,Cyber operations against critical infrastructure,Potential match requires enhanced due diligence.
f32dddb5-fa14-45fa-858d-bea21fa9a2c2,Viktor Морозов,Viktor Морозов,Iran,1970-12,EU CFSP,UK OFSI,Travel Ban,Cyber operations against critical infrastructure,Also known to use forged travel documents.
ef8a2b99-5271-4178-b5d5-8577e95c0c4f,Наталия Zhou,Zhou Наталия; Наталия Zhou,Saudi Arabia,1953-12-17,UN Consolidated,OFAC SDN,Sectoral Sanctions,Cyber operations against critical infrastructure,Subject owns assets in third countries.
fb18cc8b-8faf-460e-9162-63286a2eea24,Mariner Inc.,MarinerInc.; Mariner Inc.; Mariner-Inc.,Kazakhstan,,OFAC SDN,UN Consolidated,Sectoral Sanctions,Involved in proliferation activities,Ownership structure includes sanctioned shareholders.
6eee115b-9674-4188-bb3f-096548a07491,Oguzhan Shevchenko,Oguzhan Shevchenko; Oguzhanhan Shevchenko,Türkiye,1986-09,EU CFSP,UK OFSI,Travel Ban,Involved in proliferation activities,Potential match requires enhanced due diligence.
65f273b2-4540-47e4-bba6-b88990c892ff,Morteza Kowalski,Morteza Kowalski,Türkiye,1960-12-15,OFAC SDN,OFAC SDN,Export Restrictions,Cyber operations against critical infrastructure,Potential match requires enhanced due diligence.
fcc4ec75-5fae-41f9-b2b6-7311c4132014,Mehmet Demir,Mehmet Demir,Iran,1975-08 | 1979-01-15,EU CFSP,OFAC SDN,Export Restrictions,Suspected terrorism financing,Potential match requires enhanced due diligence.
c61fb158-9dcf-48d3-ac59-d40905c9f5d2,Nuran Li,Nuran Li,Egypt,1986-04-05,UN Consolidated,UN Consolidated,Arms Embargo,Suspected terrorism financing,Potential match requires enhanced due diligence.
897cdc16-eaf7-4f81-85d6-6af16eb1fe66,Xiaoming Qureshi,Xiaoming Qureshi,Uzbekistan,1965-03-02,OFAC SDN,Canada SEMA,Asset Freeze,Involved in proliferation activities,Multiple transliterations reported.
d0702c03-54a8-49b1-b04e-cb24e66cad53,Northern Star Holdings,Northern StarHoldings; Northern Star Holdings; Northern Star-Holdings,Russia,,EU CFSP,EU CFSP,Arms Embargo,Corruption and misappropriation of state assets,Operates in restricted sector per program rules.
d99ff92c-01c8-43a9-9a58-b69509a0f2d4,Tariq Al-Sayed,Tariq Al-Sayed,Saudi Arabia,1977-02-23,OFAC SDN,Canada SEMA,Export Restrictions,Corruption and misappropriation of state assets,Potential match requires enhanced due diligence.
63eb967d-ef75-4226-89e7-ac1c5fb3e4ed,Oğuz Öztürk,Oguz Ozturk; Oguzhan Ozturk; Oğuz Öztürk; Öztürk Oğuz,Iran,1976,Canada SEMA,OFAC SDN,Travel Ban,Corruption and misappropriation of state assets,Subject owns assets in third countries.
775052a6-4b5e-4592-a45e-20f2baa0e500,Leyla Kowalski,Leyla Kowalski,Türkiye,1981,EU CFSP,OFAC SDN,Travel Ban,Involved in proliferation activities,Multiple transliterations reported.
07a23445-b5b2-4c44-aa07-6b0bdb83979b,Al-Fulan Xiao,Al-Fulan Xiao; Xiao Al-Fulan,Iran,1978-07-25,OFAC SDN,EU CFSP,Export Restrictions,Involved in proliferation activities,Multiple transliterations reported.
971fb58f-0024-439d-97e8-43f076457ec8,Silk Road Inc.,Silk RoadInc.; Silk Road Inc.; Silk Road-Inc.,Uzbekistan,,EU CFSP,UK OFSI,Arms Embargo,Cyber operations against critical infrastructure,Ships and assets linked via maritime AIS data.
94601e9f-31b2-4405-b188-20a790f76f28,Can Shahin,Can Shahin,Kazakhstan,1980-05,UK OFSI,UN Consolidated,Sectoral Sanctions,Suspected terrorism financing,Associated with front companies in multiple jurisdictions.
1ec98b83-aad4-4287-97c5-a29a72ae989d,Blue Dhow Group,Blue DhowGroup; Blue Dhow Group; Blue Dhow-Group,Russia,,Canada SEMA,OFAC SDN,Asset Freeze,Corruption and misappropriation of state assets,Operates in restricted sector per program rules.
4f10d6e2-b59a-461f-a33f-5b4f7f4cc9a1,Fatma Huang,Fatma Huang,Türkiye,1994-07-24,EU CFSP,UK OFSI,Arms Embargo,Suspected terrorism financing,Multiple transliterations reported.
4936c163-2167-4ed7-bc3e-1051d8c0a6f3,Oleksandr Volkov,Oleksandr Volkov; Volkov Oleksandr,Iraq,1961-02-03,OFAC SDN,UN Consolidated,Travel Ban,Suspected terrorism financing,Associated with front companies in multiple jurisdictions.
31ae9080-6d16-4686-a36c-34e1a7c4f318,Caspian Capital,CaspianCapital; Caspian Capital; Caspian-Capital,Syria,,UK OFSI,EU CFSP,Asset Freeze,Cyber operations against critical infrastructure,Potential evasion via third-country intermediaries.
e05d6f6e-081b-4eea-a929-02ca21be9750,Oleksandr Aydın,Oleksandr Aydin; Oleksandr Aydın,Georgia,1968-08-10,UN Consolidated,Canada SEMA,Asset Freeze,Suspected terrorism financing,Also known to use forged travel documents.
7cced011-6d83-4f45-ba4e-e7ed7030c8f7,Rami Saleh,Rami Saleh,Türkiye,1961,UK OFSI,UN Consolidated,Export Restrictions,Cyber operations against critical infrastructure,Associated with front companies in multiple jurisdictions.
9f82a6e1-7a50-4960-8907-5e8cab26fc9c,Javad Bekirov,Javad Bekirov,Egypt,1991-10,UK OFSI,UK OFSI,Arms Embargo,Involved in proliferation activities,Also known to use forged travel documents.
1609adf2-4173-403b-84d3-a8701b9abdcf,Mohammad Shevchenko,Mohamad Shevchenko; Mohammad Shevchenko,Ukraine,1983-02-06,UN Consolidated,Canada SEMA,Asset Freeze,Corruption and misappropriation of state assets,Also known to use forged travel documents.
05ef4844-48a2-4995-8bb0-c4446299b0cc,Nilay Novak,Nilay Novak; Novak Nilay,Egypt,1967,Canada SEMA,UN Consolidated,Sectoral Sanctions,Involved in proliferation activities,Potential match requires enhanced due diligence.
3613424b-dc30-4734-8ac7-aedfac583f6d,Mariya Yildirim,Mariya Yildirim,Türkiye,1973-11-07,OFAC SDN,EU CFSP,Travel Ban,Suspected terrorism financing,Associated with front companies in multiple jurisdictions.
f5e5adb4-815b-45e2-97cd-59e0c68d8a50,Omid Kuznetsov,Omid Kuznetsov,Iran,2000-02-22,EU CFSP,UK OFSI,Asset Freeze,Involved in proliferation activities,Associated with front companies in multiple jurisdictions.
58abec89-2bc7-47b2-8fab-246e476164e3,Viktor Qureshi,Viktor Qureshi,Türkiye,1990-02-02,Canada SEMA,UN Consolidated,Travel Ban,Cyber operations against critical infrastructure,Multiple transliterations reported.
1fc69582-9b5d-4edf-b753-8e40cbe26746,Javad Zhang,Javad Zhang,Qatar,1967-01-27,UK OFSI,Canada SEMA,Sectoral Sanctions,Corruption and misappropriation of state assets,Potential match requires enhanced due diligence.
c7ff96ef-f682-407b-a371-2887164745b5,Natalia Smirnov,Natalia Smirnov,Türkiye,1990-10-26,EU CFSP,Canada SEMA,Travel Ban,Suspected terrorism financing,Potential match requires enhanced due diligence.
1b18aad9-9411-44bd-ae2d-cde684b25c82,Atlas JSC,AtlasJSC; Atlas JSC; Atlas-JSC,United Arab Emirates,,Canada SEMA,Canada SEMA,Asset Freeze,Involved in proliferation activities,Ownership structure includes sanctioned shareholders.
b71c1c0a-1012-4986-ac89-39b312885cd0,Deniz Petrova,Deniz Petrova; Petrova Deniz,Azerbaijan,1989-12-05,OFAC SDN,OFAC SDN,Export Restrictions,Cyber operations against critical infrastructure,Potential match requires enhanced due diligence.
a95841e5-45a3-4d72-9204-3c31a0edb655,Jin Sokolov,Jin Sokolov,Egypt,1962-02-19 | 1975-12-18,UK OFSI,OFAC SDN,Export Restrictions,Corruption and misappropriation of state assets,Subject owns assets in third countries.
dd8f7fd4-6366-4a3a-9104-4bcace3400c8,Наталия Петров,Наталия Петров,China,1997,EU CFSP,OFAC SDN,Travel Ban,Suspected terrorism financing,Associated with front companies in multiple jurisdictions.
